5584	41091260	6331314	9697138	6331314
5648	42037947	6474693	9920076	6474693
5712	43116976	6619309	10267088	6619309
5776	44042750	6765924	10452597	6765924
5840	45071666	6914109	10733017	6914109
5904	46017896	7063819	10922486	7063819
5968	46974519	7215507	11114109	7215507
6032	47940765	7368610	11307111	7368610
6096	48916933	7523475	11501775	7523475
