1024	1344414253	263518	271853163	394743
1088	1612415929	297261	325835465	445414
1152	1913858725	333141	386529088	499189
1216	2250708429	371075	454327490	556102
1280	2624931167	411081	529623734	616062
1344	3038492359	453006	612810473	679016
1408	3493359025	497075	704281436	745076
1472	3991496902	543202	804430005	814273
1536	4534872191	591395	913649417	886521
