1024	1146275214	576389	70863456	228327
1088	1374522648	650358	84731293	257292
1152	1631236369	728784	100298899	288183
1216	1918058275	811712	117665715	320668
1280	2236690583	899098	136928987	355080
1344	2588771684	990983	158188021	391085
1408	2976007158	1087332	181540089	429016
1472	3400032092	1188180	207084528	468541
1536	3862555536	1293487	234918754	509992
