1024	1344415686	264554	271858867	395564
1088	1612417663	298463	325841430	446219
1152	1913860220	334250	386535397	500084
1216	2250709744	372237	454333708	556873
1280	2624932161	412141	529629972	616889
1344	3038493634	454215	612816981	679830
1408	3493360053	498198	704288274	745973
1472	3991497704	544359	804436754	815049
1536	4534872779	592468	913656204	887370
