1024	1084944819	262933	143087257	394126
1088	1419732604	296749	215456887	444853
1152	1742436707	332614	295731197	498640
1216	2129404341	370531	384369926	555503
1280	2526956492	410485	480180685	615439
1344	2986505976	452493	582539367	678447
1408	3465718063	496552	689811884	744530
1472	3984976565	542659	800741202	813684
1536	4534865826	590807	913645920	885905
