1024	1344416058	264599	271856310	395990
1088	1612418093	298405	325838902	446629
1152	1913860595	334301	386532597	500529
1216	2250710151	372173	454330911	557283
1280	2624932529	412161	529626962	617309
1344	3038494053	454150	612813969	680239
1408	3493360448	498230	704285013	746403
1472	3991498108	544300	804433430	815461
1536	4534873160	592499	913652760	887795
