1024	1344417926	264285	271857197	395854
1088	1612420006	298146	325839623	446608
1152	1913862712	333990	386533469	500390
1216	2250712325	371930	454331646	557280
1280	2624934896	411860	529627787	617191
1344	3038496478	453907	612814659	680227
1408	3493363062	497920	704285832	746276
1472	3991500800	544069	804434182	815465
1536	4534876025	592179	913653505	887651
