1024	1344414681	264729	271857770	395339
1088	1612416626	298552	325840499	446083
1152	1913859183	334400	386534304	499865
1216	2250708733	372329	454332746	556732
1280	2624931057	412273	529628801	616648
1344	3038492566	454319	612815990	679691
1408	3493358985	498335	704287157	745741
1472	3991496671	544467	804435801	814915
1536	4534871670	592634	913655016	887155
