1024	1210137294	133981	137510283	199926
1088	1451359550	150729	164704659	225053
1152	1722679425	168827	195266480	252174
1216	2025866941	187611	229393296	280375
1280	2362691113	207767	267280858	310576
1344	2734921834	228604	309126597	341859
1408	3144328118	250796	355126247	375115
1472	3592679876	273676	405477292	409469
1536	4081746310	297939	460375622	445829
