1024	1118864020	1068646	46190325	1085049
1088	1341215133	1205976	54507234	1224489
1152	1591235556	1351658	63763143	1372415
1216	1870537421	1505628	73997203	1528751
1280	2180753216	1667950	85269156	1693573
1344	2523493927	1838560	97617005	1866805
1408	2900393086	2017522	111101540	2048523
1472	3313060677	2204772	125759756	2238651
1536	3763131384	2400374	141653600	2437265
